file,duckdbauto_metric_ground_truth,duckdbauto_strict_ground_truth,duckdbauto_matched_ground_truth,duckdbauto_correct,duckdbauto_wrong,duckdbauto_evaluation_error,duckdbauto_success,duckdbauto_header_precision,duckdbauto_header_recall,duckdbauto_header_f1,duckdbauto_record_precision,duckdbauto_record_recall,duckdbauto_record_f1,duckdbauto_cell_precision,duckdbauto_cell_recall,duckdbauto_cell_f1
file_field_delimiter_0x3B.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_field_delimiter_0x9.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_footnote_1.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.9166666666666666,0.9221556886227544,0.9920634920634921,0.9803921568627451,0.9861932938856015
file_footnote_3.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.8953488372093024,0.9112426035502958,0.9920634920634921,0.9578544061302682,0.9746588693957114
file_footnote_3_blank_line.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.8953488372093024,0.9112426035502958,0.9920634920634921,0.9578544061302682,0.9746588693957114
file_header_multirow_2.csv,extra_headers_as_data_rows,,,0,1,,1,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9907529722589168,0.9803921568627451,0.985545335085414
file_header_multirow_3.csv,extra_headers_as_data_rows,,,0,1,,1,1.0,1.0,1.0,0.9058823529411765,0.9058823529411765,0.9058823529411765,0.9894459102902374,0.9689922480620154,0.97911227154047
file_header_only.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_26_col_5.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_less_columns_deleted_value_row_40_col_1.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_less_columns_deleted_value_row_45_col_7.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_less_columns_deleted_value_row_57_col_1.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_less_columns_deleted_value_row_70_col_3.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_mixed_delimiters_whole_row_row_13_0x3B.csv,recovered_original_table,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.11764705882352941,0.11834319526627218
file_mixed_delimiters_within_row_row_13_range_1_0x3B.csv,recovered_original_table,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9894179894179894,0.9894179894179894,0.9894179894179894
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,recovered_original_table,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9867724867724867,0.9867724867724867,0.9867724867724867
file_mixed_time_formats_day_month_year.csv,temporal_values_as_strings,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_mixed_time_formats_iso_8601.csv,temporal_values_as_strings,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_mixed_time_formats_long_month_name.csv,temporal_values_as_strings,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_mixed_time_formats_long_month_name_unquoted.csv,temporal_values_as_strings,,,0,1,,1,1.0,1.0,1.0,0.4578313253012048,0.4578313253012048,0.4578313253012048,0.8835978835978836,0.8835978835978836,0.8835978835978836
file_mixed_time_formats_month_day_year.csv,temporal_values_as_strings,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_more_columns_row_34_col_1.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9907529722589168,0.9920634920634921,0.991407799074686
file_more_columns_row_39_col_8.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9907529722589168,0.9920634920634921,0.991407799074686
file_more_columns_row_72_col_5.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9907529722589168,0.9920634920634921,0.991407799074686
file_more_columns_row_79_col_7.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9907529722589168,0.9920634920634921,0.991407799074686
file_more_columns_row_9_col_6.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9907529722589168,0.9920634920634921,0.991407799074686
file_move_header_row8.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.9156626506024096,0.9156626506024096,0.9156626506024096,0.9907407407407407,0.9907407407407407,0.9907407407407407
file_multiline_header_rows_3.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.927710843373494,0.8953488372093024,0.9112426035502958,0.988,0.946360153256705,0.9667318982387476
file_no_header.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.926829268292683,0.9156626506024096,0.9212121212121213,0.9919678714859438,0.9801587301587301,0.9860279441117764
file_no_payload.csv,canonical,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_no_trailing_newline.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_num_columns_1000.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9999285714285714,0.9999285714285714,0.9999285714285714
file_num_columns_pad_randints_1000.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9999285714285714,0.9999285714285714,0.9999285714285714
file_num_rows_50000_repeat_file.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_one_data_row.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_preamble.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.927710843373494,0.8651685393258427,0.8953488372093023,0.9920634920634921,0.9259259259259259,0.9578544061302682
file_quotation_char_0x27.csv,canonical,,,0,1,,1,1.0,0.8181818181818182,0.9,0.37349397590361444,0.37349397590361444,0.37349397590361444,0.9047619047619048,0.7402597402597403,0.8142857142857143
file_quotation_char_none.csv,canonical,,,0,1,,1,1.0,0.6,0.7499999999999999,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.8703703703703703,0.5222222222222223,0.6527777777777778
file_record_delimiter_0xA.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_record_delimiter_0xD.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,without_superheader,,,0,1,,1,0.0,0.0,0.0,0.927710843373494,0.9166666666666666,0.9221556886227544,0.9920634920634921,0.9803921568627451,0.9861932938856015
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.10978835978835978,0.13949579831932774,0.1228719467061436
file_unescaped_multiline_string_row_2_col_7.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9156626506024096,0.9047619047619048,0.9101796407185628,0.9907407407407407,0.9790849673202614,0.9848783694937541
file_unquoted_lists_row_9_col_6.csv,canonical,,,0,1,,1,1.0,0.75,0.8571428571428571,0.9156626506024096,0.9156626506024096,0.9156626506024096,0.9907407407407407,0.7430555555555556,0.8492063492063493
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.10978835978835978,0.141156462585034,0.12351190476190477
file_whitespace_delimiter_cells_quoted_padded.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.10978835978835978,0.141156462585034,0.12351190476190477
file_whitespace_delimiter_cells_quoted_unpadded.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.10978835978835978,0.141156462585034,0.12351190476190477
file_whitespace_delimiter_cells_unquoted_padded.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.10978835978835978,0.141156462585034,0.12351190476190477
row_quotation_mark_12_0x27.csv,canonical,,,0,1,,1,0.7777777777777778,0.4666666666666667,0.5833333333333334,0.0,0.0,0.0,0.7367724867724867,0.44206349206349205,0.552579365079365
source.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9920634920634921,0.9920634920634921
